optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
adam,3,0.01,50,512,True,True,relu,False,True,sigmoid,28,15,relu,linear,0.0001,0.0001,50,36,,,,,,,,
rmsprop,3,0.01,50,128,True,False,sigmoid,True,True,sigmoid,44,15,relu,softmax,0.0001,0.001,60,42,156.6829071044922,0.491917610168457,0.491917610168457,1.0,156.68258666992188,0.4924005568027496,0.4924005568027496,1.0
adam,3,0.001,50,512,True,True,sigmoid,True,True,sigmoid,36,15,relu,linear,0.01,0.1,20,52,26.55495834350586,0.5081403851509094,0.0,0.0,26.55495262145996,0.5070891380310059,0.0,0.0
sgd,3,0.001,50,1024,True,False,relu,False,True,sigmoid,50,15,relu,softmax,0.01,0.1,70,48,270.6054077148437,0.5098518133163452,0.5009564161300659,0.9633057117462158,270.61102294921875,0.5099158883094788,0.5008763670921326,0.960433840751648
adam,3,0.01,50,256,False,True,softmax,False,False,sigmoid,46,30,sigmoid,linear,0.001,0.1,70,34,0.7105326652526855,0.4919460117816925,0.4919460117816925,1.0,0.7103870511054993,0.4924005568027496,0.4924005568027496,1.0
sgd,3,0.001,50,1024,True,True,relu,False,False,sigmoid,30,6,relu,linear,0.0,0.1,70,38,0.6994916200637817,0.5075539946556091,0.4996767938137054,0.6994366645812988,0.6993314027786255,0.5103665590286255,0.5015144944190979,0.7082187533378601
adam,3,0.01,50,1024,False,True,relu,True,False,sigmoid,36,18,softmax,linear,0.1,0.01,70,30,0.6930290460586548,0.507568359375,0.0,0.0,0.692946195602417,0.5082632303237915,0.0,0.0
adam,3,0.01,50,256,False,False,relu,False,False,sigmoid,46,9,relu,sigmoid,0.0,0.0,50,32,0.691113293170929,0.5378409028053284,0.5161210894584656,0.9662103652954102,0.6910067200660706,0.5406249761581421,0.517946720123291,0.967835009098053
sgd,3,0.001,50,256,True,True,sigmoid,False,True,sigmoid,26,12,relu,tanh,0.0,0.1,40,42,6.204632759094238,0.5027698874473572,0.4927747249603271,0.3613083958625793,6.204823017120361,0.4984374940395355,0.4872655570507049,0.3559786379337311
rmsprop,3,0.001,50,512,True,False,softmax,False,False,sigmoid,52,9,tanh,linear,0.001,0.0,50,32,0.6665751934051514,0.5794080495834351,0.5426403880119324,0.9260578751564026,0.6683666110038757,0.5755931735038757,0.5409495830535889,0.9179630279541016
adam,3,0.001,50,512,False,True,softmax,True,True,sigmoid,44,18,tanh,linear,0.0,0.0001,30,52,0.8079138398170471,0.5079835653305054,0.0,0.0,0.8079981207847595,0.5070891380310059,0.0,0.0
adam,3,0.001,50,512,True,False,sigmoid,False,False,sigmoid,42,15,relu,linear,0.01,0.0001,50,30,0.6798871159553528,0.5090670585632324,0.8299999833106995,0.002405657665804,0.6819842457771301,0.5070891380310059,0.5,0.0004402700287755
rmsprop,3,0.01,50,1024,False,True,softmax,False,True,sigmoid,44,21,softmax,softmax,0.01,0.0,30,40,1.2595701217651367,0.5077837705612183,0.0,0.0,1.2594584226608276,0.5082632303237915,0.0,0.0
sgd,3,0.01,50,256,False,False,relu,False,True,sigmoid,46,18,linear,relu,0.01,0.01,50,48,19.145795822143555,0.5080113410949707,0.0,0.0,19.14579200744629,0.507599413394928,0.0,0.0
adam,3,0.01,50,1024,False,True,relu,False,True,sigmoid,44,6,softmax,sigmoid,0.01,0.0001,30,38,0.7874846458435059,0.5076689124107361,0.0,0.0,0.7874407172203064,0.5082632303237915,0.0,0.0
sgd,3,0.001,50,1024,False,True,sigmoid,True,True,sigmoid,46,15,relu,linear,0.0001,0.001,30,42,53.9559211730957,0.505012035369873,0.4984078407287597,0.959482729434967,53.95909881591797,0.5015023946762085,0.4964319765567779,0.9564619660377502
sgd,3,0.001,50,512,True,False,relu,False,True,sigmoid,54,12,relu,linear,0.0,0.01,50,36,33.545101165771484,0.5149692296981812,0.5037400722503662,0.9696109294891356,33.544734954833984,0.5183738470077515,0.5059724450111389,0.9697681069374084
adam,3,0.01,50,128,True,True,tanh,True,True,sigmoid,26,12,linear,sigmoid,0.0001,0.01,20,28,13.311253547668455,0.5078551173210144,0.0,0.0,13.31138515472412,0.507599413394928,0.0,0.0
adam,3,0.01,50,256,True,False,softmax,True,True,sigmoid,24,33,relu,linear,0.01,0.0001,20,30,1.301031470298767,0.5078551173210144,0.0,0.0,1.3010718822479248,0.507599413394928,0.0,0.0
adam,3,0.01,50,128,True,False,relu,False,True,sigmoid,46,18,softmax,linear,0.001,0.1,40,36,,,,,,,,
adam,3,0.1,50,512,False,True,tanh,False,False,sigmoid,24,21,tanh,softmax,0.01,0.0,70,52,,,,,,,,
adam,3,0.01,50,512,False,True,relu,False,True,sigmoid,38,12,relu,sigmoid,0.1,0.0001,40,28,0.7317298650741577,0.5074988603591919,0.0,0.0,0.7318019866943359,0.5070891380310059,0.0,0.0
adam,3,0.01,50,512,False,True,sigmoid,True,False,sigmoid,42,6,relu,relu,0.001,0.0001,70,28,0.672356128692627,0.5802206993103027,0.5441347360610962,0.9093225002288818,0.6785120368003845,0.5776909589767456,0.5430259108543396,0.903874397277832
rmsprop,3,0.01,50,512,False,False,softmax,True,True,sigmoid,40,1,sigmoid,linear,0.001,0.01,60,52,697.5470581054688,0.5122034549713135,0.5021981000900269,0.979746162891388,697.5464477539062,0.5140335559844971,0.5036166310310364,0.9809216260910034
sgd,3,0.01,50,512,True,True,relu,False,True,sigmoid,46,21,relu,linear,0.001,0.0,30,38,3.882136106491089,0.5025661587715149,0.4973539710044861,0.99076110124588,3.888143539428711,0.501953125,0.4973821938037872,0.9898737668991088
