optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall,train_f1,val_f1
rmsprop,3.0,0.001,100,512,True,True,tanh,True,True,sigmoid,36,9,linear,sigmoid,0.0001,0.01,60,40,12.9523572922,0.0,0.508026361465,0.0,12.9525203705,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,75,128,False,False,sigmoid,True,True,sigmoid,30,24,softmax,relu,0.01,0.1,20,40,448.339599609,0.0,0.508167624474,0.0,448.338287354,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,100,128,False,True,relu,True,False,sigmoid,28,6,sigmoid,sigmoid,0.01,0.01,20,30,0.676307678223,0.535239934921,0.555142045021,0.728290975094,0.677059650421,0.531756997108,0.550142049789,0.723352074623,0.630036682783,0.624967772405
rmsprop,3.0,0.001,75,256,True,False,softmax,True,False,sigmoid,32,24,tanh,tanh,0.1,0.1,40,36,44.8108444214,0.0,0.507954537868,0.0,44.8108978271,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.01,75,128,True,False,softmax,False,False,sigmoid,38,18,linear,sigmoid,0.0001,0.0,40,38,0.692744135857,0.0,0.508068203926,0.0,0.692853331566,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.1,75,256,True,False,relu,True,True,sigmoid,24,18,relu,linear,0.0,0.01,30,42,51.8873672485,0.0,0.508110821247,0.0,51.8874015808,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,75,512,True,True,relu,False,False,sigmoid,30,3,linear,tanh,0.01,0.1,40,28,0.692685782909,0.50317633152,0.508910238743,0.199542477727,0.693359375,0.498894631863,0.506655097008,0.198708534241,0.286678864005,0.285460398671
adam,3.0,0.001,75,128,True,False,softmax,True,True,sigmoid,30,24,relu,linear,0.0,0.0,40,38,0.680683612823,0.530351340771,0.547982931137,0.710289299488,0.679678618908,0.532591044903,0.550426125526,0.710659146309,0.618668047844,0.620363062211
adam,3.0,0.01,75,512,False,True,relu,False,True,sigmoid,40,1,softmax,linear,0.1,0.0,60,30,0.783300280571,0.388888895512,0.507598638535,0.000202692914172,0.783265173435,0.0,0.507016777992,0.0,0.000405224015387,0.0
sgd,3.0,0.001,75,128,False,True,relu,True,False,sigmoid,42,6,linear,softmax,0.1,0.0,20,42,0.692923486233,0.396946579218,0.506718754768,0.00450268434361,0.693030893803,0.347826093435,0.506107926369,0.00346170482226,0.00892605211421,0.0068763762283
sgd,3.0,0.1,75,512,False,True,relu,True,False,sigmoid,28,3,relu,softmax,0.0,0.0,50,42,0.670752286911,0.530460417271,0.555557131767,0.839188396931,0.677426934242,0.528479516506,0.551287591457,0.831963598728,0.668533562888,0.663149559208
sgd,3.0,0.01,100,1024,False,False,relu,True,True,sigmoid,24,21,relu,tanh,0.001,0.01,30,26,5.73793363571,0.0,0.50794172287,0.0,5.73788261414,0.0,0.508263230324,0.0,0.0,0.0
rmsprop,3.0,0.001,100,128,False,False,sigmoid,True,True,sigmoid,32,21,softmax,softmax,0.0001,0.0001,50,38,1.89702212811,0.0,0.507982969284,0.0,1.89708125591,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.001,75,512,True,True,relu,True,True,sigmoid,32,6,linear,tanh,0.01,0.01,40,38,5.13067579269,0.529917597771,0.510578215122,0.0428732931614,5.13729333878,0.471734881401,0.504991292953,0.035515114665,0.079104200354,0.0663630381483
rmsprop,3.0,0.1,100,256,True,True,tanh,True,True,sigmoid,26,6,linear,sigmoid,0.0,0.01,20,34,395.782867432,0.492059439421,0.492059648037,0.999971151352,395.78326416,0.492400556803,0.492400556803,1.0,0.659564739525,0.659877208647
sgd,3.0,0.001,75,128,True,False,relu,True,True,sigmoid,26,15,softmax,softmax,0.001,0.01,60,36,1.75327599049,0.0,0.508096575737,0.0,1.75333249569,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,128,False,True,tanh,False,False,sigmoid,30,18,sigmoid,softmax,0.0,0.01,50,28,0.693253755569,0.0,0.508025586605,0.0,0.693288326263,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.1,75,512,False,True,relu,False,False,sigmoid,30,24,tanh,tanh,0.0001,0.01,40,40,1.70732355118,0.491124629974,0.499386966228,0.465483278036,1.67697477341,0.496639043093,0.503978610039,0.466245979071,0.481839466872,0.484378571943
sgd,3.0,0.001,100,512,False,False,sigmoid,False,True,sigmoid,38,21,linear,tanh,0.0,0.01,60,42,9.61301231384,0.491666197777,0.491488933563,0.99686986208,9.61145782471,0.493181496859,0.493489593267,0.997798621655,0.658376873707,0.660372999714
rmsprop,3.0,0.01,75,512,True,True,sigmoid,True,True,sigmoid,24,24,relu,sigmoid,0.0,0.0001,40,30,1.43063998222,0.0,0.507726967335,0.0,1.43075168133,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,100,128,True,False,relu,False,True,sigmoid,42,15,relu,sigmoid,0.01,0.01,60,34,19.3305149078,0.497274816036,0.502698838711,0.987844645977,19.3322715759,0.496692121029,0.501136362553,0.985431969166,0.66631850927,0.664397030441
sgd,3.0,0.01,75,1024,False,False,relu,False,True,sigmoid,34,18,relu,linear,0.1,0.01,60,36,15.6939516068,0.0,0.508386969566,0.0,15.6939353943,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.001,100,256,True,True,sigmoid,False,False,sigmoid,28,9,tanh,relu,0.001,0.001,30,42,0.696487903595,0.496180951595,0.503451704979,0.585019469261,0.696022748947,0.49963593483,0.507173299789,0.593826651573,0.541179327879,0.54708998308
adam,3.0,0.01,75,128,True,False,softmax,True,True,sigmoid,40,1,linear,tanh,0.1,0.01,30,40,110.675308228,0.507755935192,0.508096575737,0.0141723193228,110.675804138,0.531914889812,0.508451700211,0.01442377083,0.0275754768714,0.0280517683776
rmsprop,3.0,0.001,100,128,True,False,sigmoid,True,True,sigmoid,32,18,softmax,sigmoid,0.0001,0.001,50,42,12.5615158081,0.0,0.508053958416,0.0,12.5616884232,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,512,False,True,tanh,True,True,sigmoid,34,21,softmax,linear,0.1,0.01,60,34,39.4705123901,0.0,0.507912278175,0.0,39.4705314636,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,100,128,False,True,tanh,True,False,sigmoid,26,24,softmax,tanh,0.0,0.0,60,28,0.692963421345,0.0,0.508167624474,0.0,0.692964315414,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,100,512,False,True,tanh,True,True,sigmoid,34,18,relu,sigmoid,0.001,0.0001,50,42,4.08038377762,0.539258003235,0.567290127277,0.825768113136,4.11869621277,0.53027099371,0.552662014961,0.809803366661,0.67254919344,0.656967239503
adam,3.0,0.001,100,128,True,True,tanh,False,True,sigmoid,44,18,linear,tanh,0.01,0.001,50,26,1.16756629944,0.524415671825,0.5265198946,0.406696498394,1.16712760925,0.520798385143,0.5234375,0.40271165967,0.458915636451,0.455206123458
sgd,3.0,0.001,100,1024,False,True,softmax,True,False,sigmoid,36,24,relu,linear,0.01,0.001,20,30,0.694867312908,0.0,0.507597088814,0.0,0.694786667824,0.0,0.508263230324,0.0,0.0,0.0
rmsprop,3.0,0.01,100,1024,False,True,sigmoid,True,True,sigmoid,26,12,softmax,sigmoid,0.0001,0.0,20,26,0.694113016129,0.0,0.508071005344,0.0,0.694060623646,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.1,75,128,False,True,tanh,True,True,sigmoid,40,27,softmax,sigmoid,0.001,0.01,40,38,332.166412354,0.0,0.508096575737,0.0,332.166015625,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,75,128,True,False,tanh,True,False,sigmoid,32,1,sigmoid,relu,0.01,0.001,50,30,0.684434473515,0.546235799789,0.522585213184,0.176139473915,0.689617335796,0.522831022739,0.514701724052,0.165152177215,0.263473972583,0.250065816155
sgd,3.0,0.001,75,1024,False,True,sigmoid,False,False,sigmoid,34,1,sigmoid,sigmoid,0.1,0.01,40,38,0.694881677628,0.490770846605,0.503963708878,0.233739301562,0.694073021412,0.494267523289,0.505558907986,0.237091347575,0.319359210031,0.322799707872
sgd,3.0,0.001,75,512,False,True,relu,True,True,sigmoid,36,21,softmax,softmax,0.0001,0.001,60,30,47.4796638489,0.0,0.508111894131,0.0,47.4797706604,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.1,75,128,True,True,relu,False,False,sigmoid,28,18,tanh,softmax,0.0001,0.0,20,38,0.703662097454,0.495642006397,0.499502837658,0.991799235344,0.705886006355,0.495125293732,0.498011350632,0.988893687725,0.664394613821,0.662423313327
rmsprop,3.0,0.01,100,256,True,True,sigmoid,True,True,sigmoid,28,24,sigmoid,sigmoid,0.01,0.01,20,30,86.2891387939,0.0,0.507698833942,0.0,86.2892303467,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.001,100,512,True,True,sigmoid,False,True,sigmoid,34,27,linear,tanh,0.001,0.01,30,32,8.39433097839,0.511656403542,0.529467940331,0.955313444138,8.39465427399,0.512689530849,0.530454277992,0.957587301731,0.68132298388,0.682717859065
sgd,3.0,0.01,75,128,False,True,relu,True,True,sigmoid,24,6,relu,linear,0.1,0.0001,50,42,0.727563858032,0.52018982172,0.526704549789,0.490545332432,0.7296692729,0.515457510948,0.521732926369,0.478580713272,0.507982282398,0.499226054998
adam,3.0,0.1,100,512,True,True,relu,False,True,sigmoid,30,24,linear,softmax,0.001,0.0001,60,32,3.45206141472,0.0,0.508168935776,0.0,3.45197248459,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.1,75,128,True,False,sigmoid,True,True,sigmoid,28,18,sigmoid,tanh,0.01,0.0,40,26,411.809295654,0.491931825876,0.491931825876,1.0,411.807952881,0.492400556803,0.492400556803,1.0,0.659456172654,0.659877208647
sgd,3.0,0.001,75,512,False,False,relu,True,True,sigmoid,24,3,sigmoid,relu,0.0001,0.1,50,38,65.9270019531,0.0,0.508040606976,0.0,65.9270324707,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.01,75,512,True,False,relu,False,False,sigmoid,36,3,softmax,linear,0.001,0.1,50,26,0.690818190575,0.505734443665,0.513315439224,0.465219408274,0.698820888996,0.498497068882,0.505714714527,0.462430298328,0.488085438151,0.483104913422
rmsprop,3.0,0.01,100,1024,True,True,sigmoid,True,True,sigmoid,26,9,sigmoid,softmax,0.1,0.1,20,38,542.82232666,0.0,0.507654547691,0.0,542.821716309,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.001,100,512,False,False,tanh,True,True,sigmoid,42,21,linear,sigmoid,0.0,0.0,50,38,0.694934725761,0.492415606976,0.492415606976,1.0,0.694968879223,0.492910891771,0.492910891771,1.0,0.659890723032,0.660335314704
sgd,3.0,0.01,100,512,True,False,tanh,True,True,sigmoid,42,24,relu,sigmoid,0.01,0.01,20,32,8.75392723083,0.0,0.508582353592,0.0,8.75397586823,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.01,100,128,True,True,relu,True,True,sigmoid,38,6,relu,linear,0.01,0.0,50,36,1.09880411625,0.0,0.508068203926,0.0,1.09868228436,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,75,512,True,True,relu,True,False,sigmoid,36,18,softmax,softmax,0.0001,0.0001,20,28,1.36114799976,0.505772054195,0.514227867126,0.547254025936,1.35549032688,0.508747756481,0.516276061535,0.541972398758,0.53022717085,0.528812251546
sgd,3.0,0.1,100,512,True,False,tanh,True,True,sigmoid,34,21,softmax,sigmoid,0.001,0.001,50,28,2.04109144211,0.0,0.507741212845,0.0,2.04109168053,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.001,75,256,True,True,tanh,False,True,sigmoid,38,3,tanh,softmax,0.01,0.01,40,40,0.722555339336,0.499559700489,0.507826685905,0.458796679974,0.72536188364,0.48702943325,0.495951712132,0.444107890129,0.482068209232,0.468600220563
adam,3.0,0.1,100,128,True,False,relu,True,False,sigmoid,38,18,tanh,tanh,0.01,0.01,60,42,132.362640381,0.491952478886,0.492173284292,0.997631490231,132.362548828,0.492850542068,0.493323862553,0.999278783798,0.659156925064,0.660548298766
rmsprop,3.0,0.01,100,512,True,True,relu,False,False,sigmoid,42,21,softmax,sigmoid,0.01,0.001,30,32,0.694100677967,0.496235251427,0.500413417816,0.988819718361,0.696849703789,0.495493501425,0.498263895512,0.984297037125,0.664528129073,0.661611493008
adam,3.0,0.01,100,256,False,True,tanh,True,True,sigmoid,36,21,relu,tanh,0.0001,0.1,30,28,173.908309937,0.0,0.507869303226,0.0,173.908325195,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.001,75,1024,True,True,tanh,True,True,sigmoid,34,21,linear,sigmoid,0.01,0.001,30,42,0.94823038578,0.0,0.507898688316,0.0,0.94808113575,0.0,0.508263230324,0.0,0.0,0.0
adam,3.0,0.001,100,512,True,True,sigmoid,False,True,sigmoid,30,27,sigmoid,relu,0.1,0.0001,30,26,0.697911262512,0.615384638309,0.508254468441,0.00139086088166,0.700116217136,0.5,0.507089138031,0.00132081005722,0.00277413023296,0.00263475738796
rmsprop,3.0,0.01,100,128,False,False,tanh,True,True,sigmoid,26,6,sigmoid,relu,0.1,0.001,20,40,46.4542999268,0.491974443197,0.491974443197,1.0,46.4541130066,0.492400556803,0.492400556803,1.0,0.659494464453,0.659877208647
adam,3.0,0.1,75,128,True,True,sigmoid,True,True,sigmoid,38,6,tanh,relu,0.1,0.0001,60,36,4.71794939041,0.494406580925,0.498096585274,0.901062726974,4.71796655655,0.494507223368,0.497727274895,0.902495324612,0.641551342287,0.64160732541
sgd,3.0,0.01,100,512,False,True,softmax,True,False,sigmoid,38,15,softmax,linear,0.01,0.0,40,36,0.692696452141,0.0,0.507598638535,0.0,0.692762613297,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.01,100,512,True,True,tanh,True,True,sigmoid,32,18,sigmoid,linear,0.0,0.1,40,32,837.265197754,0.0,0.508154630661,0.0,837.265197754,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,75,128,True,True,softmax,True,True,sigmoid,24,18,tanh,linear,0.0,0.1,20,34,170.006347656,0.0,0.508025586605,0.0,170.006393433,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,100,128,True,False,softmax,False,False,sigmoid,28,21,softmax,tanh,0.01,0.001,30,34,0.692832946777,0.0,0.508110821247,0.0,0.692879974842,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.001,100,256,False,True,sigmoid,False,True,sigmoid,42,27,linear,relu,0.0,0.01,20,42,10.5139989853,0.0,0.507826685905,0.0,10.5139770508,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.01,75,256,True,False,relu,False,True,sigmoid,30,24,relu,softmax,0.1,0.0,20,42,0.707359611988,0.495823860168,0.499772727489,0.988856494427,0.70940476656,0.49489018321,0.497585237026,0.984855055809,0.663971256293,0.661138716682
adam,3.0,0.01,100,512,False,False,softmax,False,False,sigmoid,36,1,tanh,relu,0.0001,0.1,60,26,0.690265715122,0.565476179123,0.508824706078,0.00550772529095,0.691134989262,0.555555582047,0.507595479488,0.00513648381457,0.0108974917054,0.0101700543416
adam,3.0,0.01,100,256,True,True,sigmoid,True,True,sigmoid,30,3,sigmoid,softmax,0.1,0.0,60,30,0.773099780083,0.492594867945,0.493053972721,0.99535381794,0.773127198219,0.492866307497,0.493394881487,0.996538281441,0.659447172042,0.66001200524
rmsprop,3.0,0.001,100,256,True,False,sigmoid,True,True,sigmoid,40,6,relu,softmax,0.001,0.01,50,40,123.927970886,0.492102265358,0.492102265358,1.0,123.92805481,0.492400556803,0.492400556803,1.0,0.659609299956,0.659877208647
sgd,3.0,0.01,75,256,False,False,relu,True,False,sigmoid,28,12,relu,tanh,0.0,0.01,20,36,0.69590729475,0.504278063774,0.510497152805,0.328244924545,0.696848392487,0.502529144287,0.50923293829,0.329583138227,0.399570032143,0.400170179349
sgd,3.0,0.001,75,512,True,False,sigmoid,True,True,sigmoid,24,18,relu,relu,0.01,0.001,30,30,51.0017166138,0.496299654245,0.501254558563,0.954599499702,51.0013847351,0.495567113161,0.498697906733,0.951570272446,0.657342469338,0.654425312216
rmsprop,3.0,0.001,100,128,True,True,softmax,True,True,sigmoid,34,15,relu,tanh,0.0001,0.01,30,32,10.6844348907,0.0,0.507897734642,0.0,10.6844835281,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.001,100,128,True,True,tanh,True,False,sigmoid,30,24,sigmoid,linear,0.001,0.1,30,30,5.59781980515,0.500601649284,0.508849442005,0.744651973248,5.59786891937,0.501908957958,0.510369300842,0.739506721497,0.604571700461,0.603934344963
sgd,3.0,0.01,75,512,True,False,tanh,True,True,sigmoid,40,18,relu,softmax,0.001,0.0001,30,40,9.29118251801,0.509163796902,0.515553712845,0.419511914253,9.29452323914,0.482973784208,0.493272572756,0.397563844919,0.462600524943,0.440276882999
sgd,3.0,0.1,75,512,True,False,tanh,True,False,sigmoid,24,21,tanh,softmax,0.1,0.1,20,40,321.141571045,0.0,0.508040606976,0.0,321.14175415,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,75,128,True,False,relu,True,True,sigmoid,40,15,softmax,sigmoid,0.01,0.001,60,42,5.54791784286,0.0,0.507926166058,0.0,5.54764509201,0.0,0.507599413395,0.0,0.0,0.0
sgd,3.0,0.001,75,256,True,True,relu,True,True,sigmoid,38,1,tanh,softmax,0.0,0.01,50,42,0.711402118206,0.0,0.508181810379,0.0,0.711423933506,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.1,100,512,False,True,tanh,True,True,sigmoid,34,15,softmax,tanh,0.01,0.001,50,30,120.674751282,0.492401331663,0.492401331663,1.0,120.674842834,0.492910891771,0.492910891771,1.0,0.659877904443,0.660335314704
sgd,3.0,0.001,100,512,True,True,softmax,True,False,sigmoid,40,6,softmax,sigmoid,0.01,0.1,30,36,5.61665248871,0.0,0.508610844612,0.0,5.61664199829,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.1,100,128,False,True,relu,False,False,sigmoid,34,18,tanh,tanh,0.01,0.001,40,42,2.29596424103,0.491442143917,0.497627854347,0.609378635883,2.28745555878,0.493464440107,0.499573856592,0.615318059921,0.547862701323,0.551437877829
rmsprop,3.0,0.1,75,512,False,True,relu,True,True,sigmoid,30,27,linear,softmax,0.01,0.001,60,42,289.100921631,0.491873860359,0.491873860359,1.0,289.100921631,0.492910891771,0.492910891771,1.0,0.659404086939,0.660335314704
adam,3.0,0.001,75,512,True,False,tanh,False,True,sigmoid,30,15,tanh,linear,0.01,0.001,50,38,4.32827472687,0.525769948959,0.510150551796,0.0484590418637,4.32900810242,0.530884802341,0.509765625,0.0466686226428,0.0885104990206,0.0855089696228
sgd,3.0,0.01,75,512,True,True,relu,False,True,sigmoid,24,6,softmax,softmax,0.0001,0.0,50,40,0.775924742222,0.498197883368,0.505474448204,0.620421051979,0.775317907333,0.500413656235,0.507595479488,0.621367752552,0.557080099978,0.558748865054
sgd,3.0,0.1,75,128,True,False,softmax,False,True,sigmoid,34,12,relu,linear,0.0,0.001,60,28,2.04549765587,0.0,0.508053958416,0.0,2.04552412033,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.1,100,512,True,False,relu,True,True,sigmoid,40,9,relu,linear,0.0001,0.01,40,38,8145.69433594,0.491945147514,0.491945147514,1.0,8145.69677734,0.492910891771,0.492910891771,1.0,0.659468142423,0.660335314704
rmsprop,3.0,0.001,75,512,True,True,tanh,True,True,sigmoid,42,3,tanh,softmax,0.001,0.01,40,30,8.3723449707,0.467289716005,0.505175054073,0.0376516915858,8.37248039246,0.413084119558,0.500361680984,0.0324332267046,0.0700801700907,0.0609177888132
sgd,3.0,0.001,100,128,False,True,relu,False,False,sigmoid,36,1,relu,linear,0.1,0.1,40,30,0.692540824413,0.510112047195,0.5178835392,0.506120800972,0.697882652283,0.507229804993,0.514772713184,0.511034190655,0.511934610797,0.512896639453
sgd,3.0,0.01,75,512,True,False,sigmoid,True,True,sigmoid,30,24,softmax,tanh,0.01,0.1,50,36,1167.79980469,0.0,0.508154630661,0.0,1167.80053711,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,75,512,False,True,relu,False,False,sigmoid,36,27,tanh,tanh,0.0,0.01,60,32,0.693113446236,0.0,0.508225917816,0.0,0.693214714527,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,75,256,True,True,relu,False,False,sigmoid,42,15,softmax,linear,0.001,0.01,60,32,0.694984018803,0.503921687603,0.514715909958,0.86639136076,0.701056480408,0.498573839664,0.505184650421,0.857204675674,0.64577955252,0.635716437475
rmsprop,3.0,0.001,75,512,True,True,softmax,True,False,sigmoid,32,6,sigmoid,sigmoid,0.01,0.1,30,28,39.2527999878,0.0,0.508154630661,0.0,39.2528343201,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,100,128,True,True,relu,True,False,sigmoid,44,21,softmax,tanh,0.01,0.0,50,32,1.0992320776,0.0,0.508025586605,0.0,1.09904062748,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.001,100,1024,True,True,sigmoid,True,True,sigmoid,36,15,tanh,linear,0.1,0.0,50,38,0.763946056366,0.0,0.508200228214,0.0,0.76402336359,0.0,0.508263230324,0.0,0.0,0.0
rmsprop,3.0,0.001,75,512,True,True,softmax,True,False,sigmoid,28,15,tanh,sigmoid,0.01,0.01,20,38,4.34048175812,0.0,0.507712721825,0.0,4.34056568146,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.001,100,512,True,True,softmax,False,True,sigmoid,38,3,sigmoid,sigmoid,0.0,0.0,30,42,0.693038582802,0.478260874748,0.507698476315,0.00350511283614,0.693033874035,0.465116292238,0.506872117519,0.00293513364159,0.006962159437,0.00583647015897
rmsprop,3.0,0.1,75,512,True,False,tanh,True,True,sigmoid,42,21,sigmoid,relu,0.1,0.0001,20,34,3895.52929688,0.492315798998,0.492315798998,1.0,3895.52954102,0.492910891771,0.492910891771,1.0,0.65980109482,0.660335314704
adam,3.0,0.001,75,512,True,False,softmax,True,False,sigmoid,36,9,softmax,relu,0.01,0.001,40,36,0.807606339455,0.0,0.507698476315,0.0,0.807567596436,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.001,75,512,True,True,softmax,True,True,sigmoid,38,24,softmax,softmax,0.01,0.001,40,34,1.14736771584,0.0,0.507627189159,0.0,1.14732432365,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.001,100,512,True,True,tanh,True,False,sigmoid,34,27,sigmoid,softmax,0.001,0.0001,40,34,0.876640319824,0.0,0.508240163326,0.0,0.876662492752,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.1,100,256,True,False,relu,False,True,sigmoid,36,27,linear,relu,0.1,0.01,20,28,65.4627685547,0.495962947607,0.499786943197,0.985400617123,65.4628982544,0.495721548796,0.499218761921,0.986008942127,0.663202918492,0.662839996844
adam,3.0,0.001,100,1024,True,True,relu,False,False,sigmoid,40,12,softmax,tanh,0.001,0.01,30,40,0.698759198189,0.488167762756,0.497587323189,0.444548279047,0.697791457176,0.483490943909,0.493314296007,0.44515734911,0.469574841826,0.468000254309
adam,3.0,0.001,75,128,True,True,relu,False,True,sigmoid,42,21,sigmoid,sigmoid,0.01,0.001,60,40,1.21287333965,0.501164019108,0.509005665779,0.428872525692,1.21859645844,0.493312746286,0.5020596385,0.414971888065,0.465515772644,0.454380531256
sgd,3.0,0.001,75,512,True,True,relu,True,False,sigmoid,26,27,tanh,sigmoid,0.01,0.1,60,42,7.46541976929,0.490097343922,0.498631387949,0.465251028538,7.46539974213,0.493368297815,0.500868082047,0.469474613667,0.481363208077,0.484663511882
rmsprop,3.0,0.01,75,1024,True,False,tanh,True,True,sigmoid,38,24,linear,tanh,0.01,0.001,60,30,206.831802368,0.0,0.507841229439,0.0,206.831893921,0.0,0.508263230324,0.0,0.0,0.0
rmsprop,3.0,0.01,100,512,True,True,softmax,True,True,sigmoid,30,15,relu,sigmoid,0.001,0.001,50,32,12.0474758148,0.0,0.508097648621,0.0,12.0475568771,0.0,0.507089138031,0.0,0.0,0.0
rmsprop,3.0,0.01,75,512,True,False,relu,True,True,sigmoid,26,1,sigmoid,relu,0.1,0.0001,60,40,50.2691192627,0.493942350149,0.496136516333,0.986524879932,50.2683639526,0.494776338339,0.496817141771,0.986938655376,0.660233035591,0.660928223917
rmsprop,3.0,0.001,100,256,True,True,relu,True,False,sigmoid,38,24,softmax,sigmoid,0.0001,0.01,50,32,6.04695510864,0.0,0.508110821247,0.0,6.04698562622,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.01,100,512,True,True,relu,True,True,sigmoid,44,18,tanh,softmax,0.001,0.1,20,32,1110.50976562,0.0,0.508097648621,0.0,1110.50976562,0.0,0.507089138031,0.0,0.0,0.0
sgd,3.0,0.001,100,1024,False,True,sigmoid,True,True,sigmoid,34,27,softmax,sigmoid,0.001,0.001,60,26,63.7546882629,0.0,0.507855594158,0.0,63.7546730042,0.0,0.508263230324,0.0,0.0,0.0
sgd,3.0,0.01,100,256,True,False,sigmoid,True,True,sigmoid,34,27,sigmoid,relu,0.1,0.01,20,34,7.0210943222,0.0,0.507713079453,0.0,7.02106380463,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,128,True,True,relu,True,True,sigmoid,40,9,linear,relu,0.01,0.01,50,30,27.9081134796,0.666666686535,0.508210241795,5.77650680498e-05,27.9082183838,0.0,0.507386386395,0.0,0.000115517006007,0.0
adam,3.0,0.1,100,256,False,False,softmax,True,True,sigmoid,42,24,tanh,softmax,0.001,0.01,20,42,1478.59436035,0.0,0.508238613605,0.0,1478.59606934,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.001,75,128,True,False,sigmoid,True,True,sigmoid,42,21,softmax,tanh,0.1,0.01,50,34,45.7997360229,0.0,0.507869303226,0.0,45.7998313904,0.0,0.507599413395,0.0,0.0,0.0
adam,3.0,0.01,100,128,True,False,tanh,True,True,sigmoid,44,3,tanh,linear,0.01,0.01,20,34,127.518737793,0.498046040535,0.506264209747,0.445204675198,127.518539429,0.4972473979,0.505184650421,0.442953974009,0.473775226139,0.472027070191
rmsprop,3.0,0.01,100,256,False,False,sigmoid,True,True,sigmoid,34,15,relu,sigmoid,0.01,0.1,40,28,7498.87060547,0.0,0.50799715519,0.0,7498.85888672,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.01,100,128,True,False,relu,True,True,sigmoid,32,15,relu,sigmoid,0.001,0.001,50,40,115.133659363,0.0,0.508153438568,0.0,115.133514404,0.0,0.507599413395,0.0,0.0,0.0
rmsprop,3.0,0.01,75,512,True,True,sigmoid,False,True,sigmoid,36,3,softmax,tanh,0.01,0.1,30,42,219.906204224,0.494336098433,0.496835082769,0.999159514904,219.907608032,0.493934780359,0.495008677244,0.997945427895,0.663662156346,0.661764008048
adam,3.0,0.001,100,512,True,True,sigmoid,True,True,sigmoid,26,18,linear,linear,0.01,0.001,30,36,0.859255313873,0.0,0.50778400898,0.0,0.85941016674,0.0,0.507089138031,0.0,0.0,0.0
adam,3.0,0.01,75,512,True,True,relu,False,True,sigmoid,26,6,softmax,linear,0.0,0.01,30,36,6.3540763855,0.541005671024,0.5154966712,0.104682475328,6.35598802567,0.531983792782,0.512803792953,0.0964191406965,0.174025417871,0.162318581037
